SEC_ID|NCT_ID|SECONDARY_ID
45576|NCT00815867|2007-002562-35 EudraCT
45577|NCT00815906|B2261002
45578|NCT00815958|60013485
45579|NCT00816088|08HA11
45580|NCT00816166|G080051
45581|NCT00816244|EudraCT number: 2008-005863-32
45582|NCT00816283|P30CA033572
45583|NCT00816283|CHNMC-08047
45584|NCT00816283|CDR0000631569
45585|NCT00816296|GC 727
45586|NCT00816374|IRB 05-805
45875|NCT00850785|1R21CA123864-01A2
45876|NCT00850824|NIH Grant R18-DK075371
45877|NCT00850837|U01 AI069551
45878|NCT00850837|10740
45879|NCT00850837|AF 020
45880|NCT00850993|2009-017434-45
45881|NCT00851045|EUDRACT # 2008-006561-89
45882|NCT00851084|EudraCT 2008-004178-41
45883|NCT00851110|CKTO 2005-15
45884|NCT00851253|BUMC-H-26649
45885|NCT00851266|V512-002
45886|NCT00851305|2006GG3202022
45887|NCT00851305|2007(Ministry of Health)
45888|NCT00851318|JapicCTI-090700
45889|NCT00851344|726 PoC
45890|NCT00851422|2R44HL061994-04A2
45891|NCT00851474|2R44HL061994-04A2
45892|NCT00851539|5K23HD054315
45893|NCT00851552|RPCI-I-136508
45683|NCT00880997|DPMC
45684|NCT00881010|NCI-2012-02119
45685|NCT00881023|IDE # 11803
45686|NCT00881114|2008-526
45687|NCT00881140|5300/08
45688|NCT00881361|ACOSOG-Z1071
45689|NCT00881387|SCCC-2007092
45690|NCT00881504|2007-411
45691|NCT00881530|2008-007938-21
45692|NCT00881556|CHNY-08-536
45693|NCT00881621|IND #103,981
45694|NCT00881621|2008-437
45695|NCT00881647|R34MH077667
45696|NCT00881647|DATR AD-TS
45697|NCT00881699|R01MH065163
45698|NCT00881699|DAHBR 9A-ASPI
45699|NCT00881751|MUSC-101282
45700|NCT00881751|GENENTECH-AVF4481s
45701|NCT00881764|R34HD060741
45702|NCT00881764|HHSF223200810036C
45703|NCT00881816|NJSK-LPS-PH I-02
45704|NCT00881842|2009-010900-27
45705|NCT00881920|CHARKALL
45706|NCT00882141|RO1 AG19310
45707|NCT00780494|98587
45708|NCT00780494|SU-07082008-1238
45709|NCT00780559|INMED 42940
45894|NCT00851643|2009_552
45895|NCT00851669|NIH Grant 1K23AA017246-01A1
45896|NCT00875173|CNPq
45897|NCT00875199|20090009
45898|NCT00875212|CNPq?PIBIC?UFPB_2005
45899|NCT00875238|P30CA068485
45900|NCT00875238|VU-VICC-BRE-0767
45901|NCT00875316|LCG 2237/08
45902|NCT00875355|CLCC-IC-RT-TEMODAL
45903|NCT00875355|CLCC-IC-2007-01
45904|NCT00875355|INCA-RECF0630
45905|NCT00875355|EUDRACT-2007-002531-83
45906|NCT00875355|SCHER-CLCC-IC-RT-TEMODAL
44948|NCT00577889|MC0542
44949|NCT00577889|CDR0000445454
44950|NCT00577889|N01CM17104
44951|NCT00577928|IRB# 0603-62
44952|NCT00577967|HARECCTR0500020
44953|NCT00577993|NCI-2010-01566
44954|NCT00647725|MCH03552
44955|NCT00647764|PO7318
44956|NCT00647933|38802
44957|NCT00648115|08-004
44958|NCT00648141|A3191098
44959|NCT00648232|R01MH077512
44960|NCT00648232|DABHR 9A-ASGA
44961|NCT00648245|5R44HL073591
44962|NCT00648258|A3471101
44963|NCT00648284|Avandia OB
44964|NCT00648375|P50MH058911-01
44965|NCT00648375|0305006139
44966|NCT00648648|2007_611
44967|NCT00648817|EUDRACT Number: 2004-005083-25
44968|NCT00648986|TAZ11-2003
44969|NCT00649220|2007-004489-41
44970|NCT00649246|U01DK063865
44971|NCT00649311|A6141012
44972|NCT00649337|SC0001
44973|NCT00649415|A3471081
44974|NCT00649766|R01-EY15899
44975|NCT00649961|2007-007156-33
44976|NCT00650078|EudraCT-Number: 2007-003508-36
44977|NCT00582140|DOD-A-13390
44978|NCT00582244|NKI 2006-3470
44979|NCT00582283|R21CA092412
45268|NCT00784394|N01CN35008
45269|NCT00784446|ML20344
45270|NCT00784498|0272-08-TLV
45271|NCT00784498|Study Protocol [1]  2-Jul-08
45272|NCT00784511|ADA 7-08-CR-27
45273|NCT00784524|0802M25946
45274|NCT00855582|H6D-MC-LVHR
45275|NCT00855595|1402604
45276|NCT00878592|non applicable
45277|NCT00878631|No.w7711-027801/001/TOR
45278|NCT00878644|U01HL094339
45279|NCT00878657|P30CA072720
45280|NCT00878657|CINJ-070805
45281|NCT00878657|0220090024
45282|NCT00878709|B1891004
45283|NCT00878735|Elisa
45284|NCT00878826|15957
45285|NCT00878852|4363/2008 (Ethics Comitee HCP)
45286|NCT00878904|UCSF-09991
45287|NCT00878904|NOVARTIS-CLBH589C
45288|NCT00878969|R01 HL065193-08A2
45289|NCT00878995|R01CA127971
45290|NCT00878995|CDR0000629579
45291|NCT00878995|GCRC#724
45292|NCT00879008|AX0710DE
45293|NCT00879099|Eudra CT 2008-007324-26
45294|NCT00879151|eProtocol Number 132056
45295|NCT00879164|P30CA015083
45296|NCT00879164|MC08C8
45297|NCT00879164|08-006796
45298|NCT00879164|NCI-2009-01133
45299|NCT00879177|R01DA024667
45587|NCT00816413|P30CA036727
45588|NCT00816413|UNMC-16407
45589|NCT00816426|09-I-N061
45590|NCT00816439|09-M-0040
45591|NCT00816530|WIRB® Protocol #20082014
45592|NCT00789789|ANRS COV1 COHVAC
45593|NCT00789828|2007-006997-27
45594|NCT00789867|Version 3 08.09.08
45595|NCT00789880|Contract No. HHSN266200400029C
45596|NCT00789880|DAIT-ADVN-CATH-03-01 Sub-study
45597|NCT00789958|S0809
45598|NCT00789958|U10CA032102
45599|NCT00790010|CA184-058
45600|NCT00790010|AVF 4122s
45601|NCT00790036|2008-000498-40
45602|NCT00790062|5K12HD001258-09
45603|NCT00790205|2008_523
45604|NCT00790283|2008-A00111-54
45605|NCT00790296|601
45606|NCT00790322|EudraCT-number: 2008-002340-42
45607|NCT00790335|U01 HL088476-01A1
45608|NCT00790400|2008-002113-48
45609|NCT00790426|2008-005870-11
45610|NCT00790439|CIT-01B
45611|NCT00790465|achalasia1
45612|NCT00790478|IBD-0223
45613|NCT00790556|2008_582
45614|NCT00790569|R01CA129226
45615|NCT00790569|BUTLER-0807-004
45616|NCT00790595|Pfizer2005-0958
45617|NCT00790608|EudraCT 2008-001287-36
45014|NCT00613561|IRB # 2007-13271
45015|NCT00613613|AHA Grant #0755839Z
45016|NCT00613717|1R01HD052069-01A2
45017|NCT00613769|EudraCT number 2006-006575-20
45018|NCT00613886|J&J Proposal #38973
45019|NCT00613886|Award #032906
45020|NCT00613938|KF5503/38
45021|NCT00613951|2007-002462-35
45022|NCT00614055|2007-002476-33
45023|NCT00614068|DSIR SE-CE
45024|NCT00614081|2005-029
45025|NCT00614146|ISRCTN67377557
45026|NCT00614250|EudraCT 2007-002174-58
45027|NCT00614289|NIH Grant 1R43AR525441-1A1
45028|NCT00614328|IRB#05-2988
45029|NCT00614354|5R44HL062770-06
45030|NCT00614380|EUDRACT2007-002410-19
45031|NCT00614393|2007_529
45032|NCT00614458|R01AI064074
45033|NCT00614458|P30AI050410
45034|NCT00597935|1U10HD054136
45035|NCT00597935|1U10HD054214
45036|NCT00597935|1U10HD054215
45037|NCT00597935|1U10HD054241
45038|NCT00597948|1 R21 HD055189-01
45039|NCT00598013|82-2-2228-1930
45040|NCT00598026|LOC/07-04
45710|NCT00780585|2007-001611-32;
45711|NCT00780585|153006
45712|NCT00816556|UL1TR000135
45713|NCT00816582|PET/CT
45714|NCT00816582|Recurrent or metastatic
46035|NCT00875563|370015, FNCT
46036|NCT00875615|SCCC-2007101
46037|NCT00875615|BAYER-SCCC-2007101
46038|NCT00875771|EudraCT number:2008-004688-20
46039|NCT00875784|GR43175 FITH
46040|NCT00875836|R01DA026782
46041|NCT00875836|DPMCDA
46042|NCT00875849|CALACASS-AACER
46043|NCT00875849|MERCK-CALACASS-AACER
46044|NCT00875849|INCA-RECF0623
46045|NCT00875849|EUDRACT-2007-004384-22
46046|NCT00875888|ISRCTN77656437
46047|NCT00875979|TDM4373g
46048|NCT00876031|4033024 (BfArM)
46049|NCT00876031|293/2007AMG1 (Ethikkommission)
46050|NCT00876031|2007-001478-10
46051|NCT00876031|A2007/14 (Kinderkrebsstiftung)
46052|NCT00876031|498 (Krebsstudienregister)
46053|NCT00876044|EudraCT:2008-006796-80
46054|NCT00876083|UV0701
46055|NCT00876083|13422
46056|NCT00876083|13421
45618|NCT00790647|BUMC-H-27277
46003|NCT00782379|BMTGG-NSH-864
46004|NCT00811343|2008-A00744-51
46005|NCT00811395|HMR1726D/2005
46006|NCT00811395|2007-003997-24
46007|NCT00811408|IGR-CSET-2007/1297
46008|NCT00811408|IGR-HPV-RX
46009|NCT00811408|INCA-RECF-0813
46010|NCT00811408|EUDRACT-2007-005505-21
46011|NCT00811434|Clarian Grant VFR-279
46012|NCT00811460|2008-003582-97
46013|NCT00811538|1446
46014|NCT00811538|KEK 233/07
46015|NCT00811655|P30CA014236
46016|NCT00811655|DUMC-PRO00006870
46017|NCT00811655|CDR0000630230
46018|NCT00811720|2007-002334-11
46019|NCT00811759|IGR-CSET-2006/1261
46020|NCT00811759|IGR-SORAF-TEM ST1
46021|NCT00811759|INCA-RECF0818
46022|NCT00811759|EUDRACT-2007-00527-18
46023|NCT00811759|SCHER-IGR-CSET-2006/1261
46024|NCT00811759|BAYER-IGR-CSET-2006/1261
46025|NCT00811772|NSD19480
46026|NCT00811772|PREKNORD40/2008
46027|NCT00811785|09-CH-0059
46028|NCT00811837|LS07-040
45041|NCT00598026|CIC 0203/076
45042|NCT00598052|Sponsored by IADA
45043|NCT00598091|9335
45332|NCT00860041|NCCTG-N08C1
45333|NCT00860054|R01 HL50420
45334|NCT00860080|EudraCT number: 2008-007506-11
45335|NCT00860145|CRC
45336|NCT00860145|NINDS
45337|NCT00860171|NCI-2010-00128
45338|NCT00860171|2238.00
45339|NCT00860171|P30CA015704
45340|NCT00860171|P01CA044991
45341|NCT00860184|5R44 HL070576-05
45342|NCT00860210|VHB-PFS-NSS III-SS01-PRT
45343|NCT00860210|VHB-PFS-NSS III-SS02-PRT
45344|NCT00860210|VHB-PFS-NSS III-SS03-PRT
45345|NCT00860210|VHB-PFS-NSS III-SS04-PRT
45346|NCT00860262|2008-000873-40
45347|NCT00860327|R01HL088488
45348|NCT00860327|R01 HL088488
45349|NCT00860366|EudraCT 2007-002687-95
45350|NCT00860366|FIS EC07-90276
45351|NCT00860392|2009_560
45352|NCT00860444|R01HL073001
45353|NCT00843843|HL083971
45354|NCT00843856|EUDRACT Number 2008-001009-41
45355|NCT00843882|NCI-2009-01173
46057|NCT00876083|14480
46058|NCT00876083|13276
46059|NCT00876083|14336
46060|NCT00876083|14181
46061|NCT00876083|13602
46062|NCT00876083|14243
46063|NCT00876083|13275
46064|NCT00876083|14180
46065|NCT00876083|14338
46066|NCT00876083|13859
45076|NCT00578071|SPS 151596
45077|NCT00578084|IRB # 0604-76
45078|NCT00578110|1R43EY015015-01
45079|NCT00578110|1R43EY015015-02
45080|NCT00578110|1R43EY015015-03
45081|NCT00578188|ACH GL #039005
45082|NCT00578279|IRB # 0702-25
45083|NCT00578279|Clarian Values Grant: vfr-262
45084|NCT00578292|THALLO
45085|NCT00578318|1K01MH073814-01A1
45086|NCT00578318|5K01MH073814-02
45087|NCT00578318|5K01MH073814-03
45088|NCT00578344|SCALLOP
45089|NCT00578370|2007-002947-26
45090|NCT00578383|Stanley Grant 07TGS-1045
45091|NCT00578396|Foundation grant
45092|NCT00578422|5R01HL075721-05
46029|NCT00811902|EudraCT:2008-001999-67
46030|NCT00811941|2007-002315-92
46031|NCT00811954|1U01AI068636
46032|NCT00875485|110702
46033|NCT00875485|110703
46034|NCT00875485|110704
44980|NCT00582283|CO02505
44981|NCT00582283|124I-CLR1404
44982|NCT00582348|Grant # CA115212
44983|NCT00582400|PI-Initiated
44984|NCT00582452|NCI CA101511
44985|NCT00582452|CA109236
44986|NCT00582491|R01DA011744
44987|NCT00582491|R01DA11744
44988|NCT00582504|FY06-26
44989|NCT00582517|OGCA Contract #200497
44990|NCT00582556|CO02807
44991|NCT00582582|CO01802
44992|NCT00582595|U01DK066557
44993|NCT00582634|CO04503
44994|NCT00613119|08-M-0066
44995|NCT00613132|7020-07-32
44996|NCT00613158|R01 HL086678-01A1
44997|NCT00613210|4639
44998|NCT00613262|00371
44999|NCT00613275|U01-CA-116892-03
45000|NCT00613327|OXY-KOR-4001
45356|NCT00843882|CDR0000634119
45357|NCT00843882|U10CA021115
45358|NCT00843882|ECOG-E2905
45359|NCT00843882|E2905
45360|NCT00843882|E2905
45361|NCT00843882|U10CA021115
45362|NCT00843882|U10CA180820
45363|NCT00843921|1R01HD058567-01
45651|NCT00768378|NIH: 2R44 DC004738
45652|NCT00768391|CP15-0601
45653|NCT00768391|I5B-IE-JGDC
45654|NCT00768469|B1891001
45655|NCT00768508|R01AA012964
45656|NCT00768521|2008_560
45657|NCT00768703|TO CDH
45658|NCT00768716|GM061834
45659|NCT00768742|HC-126128
45660|NCT00768781|K23 AT003678
45661|NCT00768859|2008-000987-18
45662|NCT00795678|P30CA043703
45663|NCT00795678|CASE 4107
45664|NCT00795717|011293-GSK Contract Reference#
45665|NCT00795769|NCI-2010-00325
45666|NCT00795821|H9P-MC-LNBI
45667|NCT00795834|RN08BI013
45668|NCT00795860|ADA grant# 1-03-JF-10
45669|NCT00796003|30979754-JPN-MDS-101
45093|NCT00578500|29-18/1/08
45094|NCT00578539|REGALE
45095|NCT00578552|07-000700
45096|NCT00578565|UL1RR024150
45097|NCT00578578|IRB# 6970
45098|NCT00578591|RITUXIMAB GVHD
45099|NCT00578630|NCI CA 83132
45100|NCT00578656|GCO#01-1209
45101|NCT00578669|1 R01 DA023190
45102|NCT00578708|G020202
45103|NCT00578786|ARIES-E
45104|NCT00578799|HS# 2007-6028
45105|NCT00578825|HARECCTR0500028
45106|NCT00601510|KRDI-TUM-GLIVEC-CSTI571BDE54
45107|NCT00601510|EU-20797
45395|NCT00784719|A3921034
45396|NCT00784784|CRT113936
45397|NCT00784862|D5392C02301
45398|NCT00784875|I2K-MC-ZZAD
45399|NCT00784914|P30CA033572
45400|NCT00784914|CHNMC-07064
45401|NCT00784914|CDR0000617019
45402|NCT00784927|P30CA015083
45403|NCT00784927|MC0882
45404|NCT00784927|RV-NHL-PI-0336
45405|NCT00784927|08-001485
45406|NCT00784940|D5392C01985
45001|NCT00613353|DHHS FWA#00003630
45002|NCT00613379|1 U19 AI066329
45003|NCT00613405|R21DA022424
45004|NCT00613405|R21-DA022424-01A1
45005|NCT00613431|CS8080-A-U101
45006|NCT00613444|HUM00016677
45007|NCT00613457|AIEOP LLA 2000
45008|NCT00613470|U01GM061388
45009|NCT00613470|UL1RR024150
45010|NCT00613496|EUDRACTN: 2007-003262-17
45011|NCT00613522|2007-A00382-51
45300|NCT00879190|15562
45301|NCT00879203|RO1-DK-064832-06
45302|NCT00879242|EUDRACT Code :2008-003230-22
45303|NCT00879255|2008-05_LM_Promise 0005
45304|NCT00879255|PT074516
45305|NCT00879333|2008-006544-20
45306|NCT00879502|R01MH078041
45307|NCT00879502|DDTR B2-MBA
45308|NCT00879515|K23MH077554
45309|NCT00879515|DDTR B2-MBA
45310|NCT00879541|1472
45311|NCT00879606|NHLBI/NIH-5R44HL082397-03
45312|NCT00879619|2008-6187
45313|NCT00879619|NCI-2010-00216
45314|NCT00859638|2007-ORRAN-IIA-568
45315|NCT00859690|Robert Wood Johnson Foundation
45670|NCT00796042|ONF-2004-SCI-SC-01
45671|NCT00796068|NCI-2010-00299
45672|NCT00880568|2009_575
45673|NCT00880581|SU-03272009-2038
45674|NCT00880581|14820
45675|NCT00880607|Seed grant UCHSC
45676|NCT00880698|10638
45677|NCT00880698|IMPAACT P1072
45678|NCT00880763|MK7009-016
45679|NCT00880815|NCI-2010-01034
45680|NCT00880880|1 R36 HS017028-01A1
45681|NCT00880919|IRUSQUET0454
45682|NCT00880997|P50DA018197-04
45907|NCT00875394|2009_571
45908|NCT00875407|2008-A007932-52
45909|NCT00875433|2008-006288-36
45910|NCT00875485|110700
45911|NCT00875485|110701
45912|NCT00822848|OHSU-SOL-08080-L
45913|NCT00822848|BAYER-OHSU-4653
45914|NCT00822900|1RO1 NS062778-01
45915|NCT00822926|15601
45916|NCT00822952|5R44CA082620
45917|NCT00822991|UMIN000001612
45918|NCT00823095|DMF 15551
45919|NCT00823095|IND 68617
45920|NCT00823147|5 K12 HD04348807
45407|NCT00785031|08-119/O
45408|NCT00785109|2008-005306-39
45409|NCT00785200|R01 CI000373-03
45410|NCT00785213|R08-0591
45411|NCT00785226|RDEA119-103
45412|NCT00785265|R01DK079665
45413|NCT00785291|NCI-2009-00476
45414|NCT00785291|CTSU 40502
45415|NCT00785291|CDR0000617539
45416|NCT00785291|NCCTG N063H
45417|NCT00785291|CALGB 40502
45418|NCT00785291|CALGB-40502
45419|NCT00785291|U10CA031946
45420|NCT00785291|U10CA180821
45421|NCT00814619|SWS-SAKK-41-07
45422|NCT00814619|EudraCT-2008-006012-38
45423|NCT00814619|EU-20894
45424|NCT00814619|CDR0000629101
45425|NCT00814658|GALDEM4008
45426|NCT00814788|Novartis
45715|NCT00816582|Breast Cancer
45716|NCT00816595|P30CA015083
45717|NCT00816595|RC0783
45718|NCT00816595|08-002080
45719|NCT00849303|Academy of Finland 114291
45720|NCT00849394|122007-001;
45721|NCT00849394|A07-3423
45316|NCT00859716|BB013742
45317|NCT00859729|EudraCT # 2006-001128-38
45318|NCT00859768|Dutch Cancer Society
45319|NCT00859781|J591+Ketoconazole
45320|NCT00859898|Eudract #:  2008-007548-33
45321|NCT00859937|NCI-2009-01165
45322|NCT00859937|CDR0000636685
45323|NCT00859937|UCCRC-16691B
45324|NCT00859937|16691B
45325|NCT00859937|8271
45326|NCT00859937|N01CM00071
45327|NCT00859937|N01CM00032
45328|NCT00859937|N01CM00038
45329|NCT00859976|UK REC Ref: 08/H0724/24
45330|NCT00859989|UIC-2004-0748
45331|NCT00860028|P50AA015632
45619|NCT00790790|H8C-MC-LQBG(a)
45620|NCT00790842|RV-MM-PrECOG-0394
45621|NCT00790868|R01MH081116
45622|NCT00790881|DOH-27-0807-2012
45623|NCT00790920|2008-000622-40
45624|NCT00790985|LOA-04P
45625|NCT00790998|B1751006 - ONCBL60801
45626|NCT00791037|NCI-2009-01591
45627|NCT00791037|R01CA129517
45628|NCT00820963|INCA-RECF0031
45629|NCT00820963|EUDRACT-2006-003606-25
45921|NCT00823212|ACTRN12608000582358
45922|NCT00823225|EudraCT number 2007-005916-15
45923|NCT00823277|SJ-98
45924|NCT00823342|ANRS HB 05
45925|NCT00855595|256-0024
45926|NCT00855647|79432
45927|NCT00855647|PROS0020
45928|NCT00855660|2008-005569-70
45929|NCT00855686|2005-002038-36
45930|NCT00855699|RfPB: PB-PG-0407-13296
45931|NCT00855699|EUDRACT: 2008-004820-22
45932|NCT00855725|08-128
45933|NCT00855738|LICEO STUDY
45934|NCT00855803|SCCC-112008-022
45935|NCT00855803|SBRT Spine
45936|NCT00855894|GO01357
45937|NCT00855972|15979
45938|NCT00856024|BR 002-07
45044|NCT00598130|MoH
45045|NCT00598156|EUDRACT 2006-002295-18
45046|NCT00598169|U01CA121947
45047|NCT00598169|CDR0000581078
45048|NCT00598208|38826
45049|NCT00598286|08-M-0049
45050|NCT00598351|08-N-0044
45051|NCT00598377|2007/233
45052|NCT00598390|08-M-0048
45722|NCT00849459|MTS-GCO-02-0797
45723|NCT00849459|NIH-0707-869
45724|NCT00849472|NSABP FB-6
45725|NCT00849524|CLL-35-202
45726|NCT00849550|4265
45727|NCT00849680|2009_548
45728|NCT00849693|F1J-MC-HMCL
45729|NCT00849732|2009_549
45730|NCT00849823|NIH Grant # 1R01MH083621
45731|NCT00849888|1R01-FD003528-01
45732|NCT00849888|2R01AI047040-11A2
45733|NCT00849888|5K12HD043494-09
45734|NCT00849888|R01AI047040
45735|NCT00849888|R01AI054843
45736|NCT00849888|R56 Bridge R01AI4704011A1
45737|NCT00849901|F1J-MC-HMCK
45738|NCT00850018|2 U54 HL070587
45739|NCT00850122|1K23HD060040-01
45740|NCT00850135|IRB #12335
45741|NCT00850252|R44 HL064462-06
45742|NCT00850343|JapicCTI-090701
45743|NCT00850369|HL799151
45744|NCT00850395|CELTROP
45745|NCT00850408|CHIR MOP 84354
45746|NCT00850408|CHIR MOP 84354
46131|NCT00769288|P30CA022453
46132|NCT00769288|U01CA062487
45630|NCT00820963|SPRI-LEONB-ET2005-006
45631|NCT00820989|GM64351-01
45632|NCT00767832|11914
45633|NCT00767845|BCM-H-19323
45634|NCT00767858|08-HG-N225
45635|NCT00767936|98795
45636|NCT00767936|SU-05222008-1183
45637|NCT00767975|DOH-97-DC-1502
45638|NCT00768001|98717
45639|NCT00768014|YY Wai
45640|NCT00768014|JJ Wang
45641|NCT00768014|ZH Wang
45642|NCT00768040|EudraCT 2008-00581-23
45643|NCT00768053|B1801019
45644|NCT00768118|P30CA022453
45645|NCT00768118|WSU-2007-109
45646|NCT00768118|WSU-0211508MIE
45647|NCT00768170|MK0633-028
45648|NCT00768170|2008_552
45649|NCT00768235|UCByoga12345
45650|NCT00768326|EudraCT 2006-003739-57
46099|NCT00856830|UAB 0818
46100|NCT00856960|127
46101|NCT00856986|2007-005317-19
46102|NCT00857025|P30CA033572
46103|NCT00876083|14586
46104|NCT00876083|14661
46105|NCT00876109|GO01300
45053|NCT00598403|2007-001486-15
45054|NCT00598416|R01-AA015201
45055|NCT00598429|U10HD036790
45056|NCT00598429|U10HD021364
45057|NCT00598429|U10HD021385
45058|NCT00598429|U10HD027880
45059|NCT00598429|U10HD034216
45060|NCT00598429|U10HD040492
45061|NCT00598429|U10HD040689
45062|NCT00598429|U10HD053089
45063|NCT00598429|U10HD053109
45064|NCT00598429|U10HD053119
45065|NCT00598429|U10HD053124
45066|NCT00598442|2007-004146-32
45067|NCT00598455|W81XWH-06-1-0538
45068|NCT00598481|15386-PRE21
45069|NCT00598494|IRB 07-007
45070|NCT00598494|NSBRI Bedrest
45071|NCT00598494|SMS00404
45072|NCT00598507|ZK219477
45073|NCT00598507|108.0701
45074|NCT00578019|AO Foundation FORK 99S83
45075|NCT00578058|R01DC005972
45364|NCT00843947|UCD200715041
45365|NCT00844038|558187121279
45366|NCT00844077|5U01CA086400-08
45367|NCT00844129|R01NS050509
46133|NCT00769327|GIMEMA-CML0408
46134|NCT00769327|EUDRACT-2008-004384-19
46135|NCT00769327|EU-20881
46136|NCT00769340|G080082
46137|NCT00769379|NCI-2009-00702
46138|NCT00769379|CDR0000615085
46139|NCT00769379|NSABP B-43
46140|NCT00769379|NSABP-B-43
46141|NCT00769379|U10CA012027
46142|NCT00769379|U10CA180868
46143|NCT00769405|FRE-FNCLCC-ACCORD-15/0608
46144|NCT00769405|EUDRACT-2006-006175-20
46145|NCT00769405|EU-20847
46146|NCT00769418|MK0822-002
46147|NCT00769418|2008_558
46148|NCT00769431|BCM-H-21622
46149|NCT00769470|P30CA016042
46150|NCT00769470|TRIO-TORI-B-07
46151|NCT00769470|SANOFI-AVENTIS-TRIO-TORI-B-07
46152|NCT00811967|JPC-02-320-34
46153|NCT00811980|Pfizer GA5951WK
46154|NCT00812006|2008_597
46155|NCT00812019|2007-003715-32
46156|NCT00812071|1R01FD-03369--01-A1
46157|NCT00812149|09-DK-0058
46158|NCT00812162|Pork Board 1320067860
46159|NCT00812162|Egg Board 1320067903
46106|NCT00876122|GO01299
46107|NCT00876161|Contract: HHSN266200600015CIb
46108|NCT00876343|JapicCTI-090724
46109|NCT00876395|2008-006556-21
46110|NCT00876434|09-EI-0116
46111|NCT00876538|EudraCT number: 2008-001218-26
46112|NCT00862615|IDRCB 2008-A00593-52
46113|NCT00862615|AU750
46114|NCT00768950|Idei-320/01-10-2007
46115|NCT00769002|R21AI077102
46116|NCT00769093|26XS293
46117|NCT00769093|3678
46118|NCT00769093|SOL-07083-LX
46119|NCT00769132|2008_561
46120|NCT00769210|IRB# 00013639
46121|NCT00769223|UCSF-H7056-08989
46122|NCT00769236|2008-05
46123|NCT00769249|P30CA043703
46124|NCT00769249|CASE8Z07
46125|NCT00769275|HIC #11312
46126|NCT00769288|NCI-2009-00248
46127|NCT00769288|CDR0000615651
46128|NCT00769288|WSU#2007-005
46129|NCT00769288|WSU-2007-005
46130|NCT00769288|7916
45012|NCT00613535|1093528
45013|NCT00613548|20040224
45368|NCT00844142|Enbrel-Sulfa-Early-AS
45369|NCT00844155|Contract ID # 17908C
45370|NCT00844168|NCI-2009-01659
45371|NCT00844181|3 R01 HL071159-04A1S1
45372|NCT00844194|2008-002731-32
45373|NCT00844298|AMC-UUCM-2008-0310
45374|NCT00844298|NOVARTIS-AMC-UUCM-2008-0310
45375|NCT00844337|USAID GHS-A-00-09-00004-00
45376|NCT00844428|BB-IND 11075
45377|NCT00844428|EudraCT Number 2008-006955-28
45378|NCT00844441|P30CA015704
45379|NCT00844441|FHCRC-2300.00
45380|NCT00844441|IR 6845
45381|NCT00844441|CDR0000631997
45382|NCT00844454|EARFArct2007
45383|NCT00844506|EUDRACT 2007-007734-19
45384|NCT00844506|CCMO NL21308.000.07
45385|NCT00844532|08-107 OE
45386|NCT00844545|BB-IND-11075
45387|NCT00844545|EudraCT Number 2008-006952-23
45388|NCT00844558|K23AG030945-01
45389|NCT00844662|2008-004730-25
45390|NCT00844805|2008-000982-51
45391|NCT00844844|BB-IND-11075
45392|NCT00784537|EudracT Number 2008−002684−14
45393|NCT00784654|2008-000720-10
45394|NCT00784680|D5392C08389
46160|NCT00812175|NX0802
46161|NCT00812253|1K23DK080891-01A1
46162|NCT00812266|DOLG7
45108|NCT00601510|NOVARTIS-KRDI-TUM-STI571
45109|NCT00601510|EUDRACT-2006-005792-17
45110|NCT00601523|2007-004234-16
45111|NCT00601549|NSC96-2314-B-002-146
45112|NCT00601601|R01CA103830
45113|NCT00601601|BCCR-H04-60112
45114|NCT00853931|metastatic colorectal cancer
45115|NCT00853996|KUMC HSC 10588
45116|NCT00853996|CDR0000681103
45117|NCT00853996|CO08101
45118|NCT00853996|UW105-6-01
45119|NCT00853996|HSC 10588
45120|NCT00853996|N01CN35153
45121|NCT00854126|MP00881
45122|NCT00854152|MP00880
45123|NCT00854230|0901004647
45124|NCT00854477|PDDG/CAP001
45125|NCT00854555|P REK 69/2008
45126|NCT00854581|SCCC-2007055
45127|NCT00854607|2009_553
45128|NCT00854620|96919
45129|NCT00854620|SU-02272009-1898
45130|NCT00854633|1R44HD057744-01A1
45131|NCT00854698|2008-A00663-52
46458|NCT00860899|1861
46459|NCT00860951|5R21HD054697
46460|NCT00860951|H133G090005
46461|NCT00860977|ISRCTN66756285
46462|NCT00860990|2380-07-042
46463|NCT00861081|0875133N
46464|NCT00861094|FRE-FNCLCC- ACCORD-17-0707
46465|NCT00861094|EU-20848
46466|NCT00861146|R01AA011197
46467|NCT00861146|NIH Grant  R01AA011197
46468|NCT00861250|2008-003936-38
46469|NCT00861250|26866138MMY2063
46470|NCT00861406|NCI-2012-01652
46471|NCT00847197|2009_542
46472|NCT00847210|U1111-1114-1891
46473|NCT00847249|EudraCT No.2008-007188-18
46474|NCT00847314|NE0602
46475|NCT00847431|RO1 NS058797
46476|NCT00847457|R34MH075762
46477|NCT00847457|DSIR 84-CTCT
46478|NCT00873002|CASE6208
46479|NCT00873002|CLBH589BUS23T
46480|NCT00873015|1R44NS063485-01
46481|NCT00873041|EudraCT 2007-007000-15
44213|NCT00565747|Journal no. 461:2007/78029
44214|NCT00565773|Grant #  FD-R-003539
44215|NCT00565773|eIRB 00005064
44472|NCT00620152|5R01DK059240
44473|NCT00602706|P30CA015083
44474|NCT00602706|MC9981
44475|NCT00602706|1046-99
