REMOVED_COUNTRIES_ID|COUNTRY|NCT_ID
4934|India|NCT01190267
4935|Korea, Republic of|NCT01190267
4936|Serbia|NCT01190267
5224|India|NCT01076075
5225|Philippines|NCT01076075
5226|Russian Federation|NCT01076075
4675|Lithuania|NCT00289900
4676|Hong Kong|NCT00289900
4677|Guatemala|NCT00289900
4678|United States|NCT00289913
4679|Italy|NCT00289978
4680|Israel|NCT00289991
4969|Puerto Rico|NCT00898365
4970|Puerto Rico|NCT00899990
4971|Haiti|NCT00900575
4972|Colombia|NCT00900627
4973|United States|NCT00900783
4974|United States|NCT00901173
4975|United States|NCT00901693
4976|Czech Republic|NCT00901901
4977|Japan|NCT00902070
4978|United States|NCT00902161
4979|United States|NCT00902356
4980|Israel|NCT00902837
4981|Slovakia|NCT00902915
4982|Japan|NCT00903721
4983|Germany|NCT00903773
4984|Australia|NCT00903812
4985|Belgium|NCT00903812
4986|Portugal|NCT00903812
4987|Switzerland|NCT00903812
4988|Philippines|NCT00904215
4989|Netherlands|NCT00904241
5561|Belgium|NCT00943722
5562|India|NCT00943722
5563|Finland|NCT00943722
5564|Korea, Republic of|NCT00943722
5565|Poland|NCT00943722
5566|South Africa|NCT00943722
5567|Spain|NCT00943722
5568|Sweden|NCT00943722
5569|Taiwan|NCT00943722
5570|Costa Rica|NCT00943722
5571|Thailand|NCT00943722
5572|Peru|NCT00943722
5573|United States|NCT00943761
5574|Czech Republic|NCT00943761
4713|Italy|NCT00291655
4714|Netherlands|NCT00291655
4715|Norway|NCT00291655
4716|Russian Federation|NCT00291655
4717|Slovakia|NCT00291655
4718|Spain|NCT00291655
4719|Sweden|NCT00291655
4720|Puerto Rico|NCT00784134
4721|United States|NCT00784199
4722|United States|NCT00784277
4723|Canada|NCT00784277
4724|Ireland|NCT00784758
4725|Puerto Rico|NCT00785291
5080|India|NCT01254604
5081|Taiwan|NCT01254630
5082|Colombia|NCT01254630
5083|Germany|NCT01254630
5084|Brazil|NCT01254630
5085|Austria|NCT01254630
5086|Croatia|NCT01254630
5087|Czech Republic|NCT01254630
5088|Puerto Rico|NCT01254630
5089|Belarus|NCT00806819
5090|Austria|NCT00806819
5091|Belgium|NCT00806819
5092|Bulgaria|NCT00806819
5093|Croatia|NCT00806819
5094|Czech Republic|NCT00806819
5095|Denmark|NCT00806819
5384|Korea, Republic of|NCT00820027
5385|Germany|NCT00928408
5386|Greece|NCT00928408
5387|Italy|NCT00928408
5388|Netherlands|NCT00928408
5389|Slovakia|NCT00928408
5390|Spain|NCT00928408
5391|United Kingdom|NCT00928408
5392|United States|NCT00928590
5393|Belgium|NCT00929188
5394|Netherlands|NCT00929188
5227|Malaysia|NCT01076075
5228|Taiwan|NCT01076075
5229|Hungary|NCT01076075
5230|Korea, Republic of|NCT01076075
5231|Hong Kong|NCT01076075
5232|China|NCT01076088
5233|Spain|NCT01076374
5234|Australia|NCT01076374
5235|Former Serbia and Montenegro|NCT01076374
5236|United States|NCT01076400
5237|Brazil|NCT01076400
5238|Canada|NCT01076400
5239|France|NCT01076400
5240|Korea, Republic of|NCT01076400
5241|Netherlands|NCT01076400
5242|Norway|NCT01076400
5243|United States|NCT01076998
5244|United States|NCT01077011
5245|Brazil|NCT01077193
5246|Puerto Rico|NCT01077518
5247|France|NCT01077739
5248|Denmark|NCT01077830
5249|United States|NCT01077973
5250|Austria|NCT01078675
5251|Greece|NCT01079234
5252|Brazil|NCT01079806
5253|United States|NCT01079858
4990|Puerto Rico|NCT00904241
4991|United States|NCT00904306
4992|Netherlands|NCT00905359
4993|Brazil|NCT00905398
4994|Argentina|NCT00905489
4995|Romania|NCT00905489
4996|Spain|NCT00906074
4997|Canada|NCT00906217
4998|United States|NCT00907478
4999|Australia|NCT00907478
5000|United States|NCT01071304
5288|Hungary|NCT01213264
5289|Israel|NCT01213264
5290|Slovakia|NCT01213264
5291|Germany|NCT01213316
5292|Mexico|NCT01213446
5293|Germany|NCT01213615
5294|India|NCT01213680
5295|India|NCT01213979
5296|India|NCT01213992
5297|United States|NCT01215188
5298|Spain|NCT01215188
5299|Canada|NCT01215188
5300|Finland|NCT01215188
5301|Austria|NCT01215227
5302|Canada|NCT01215227
5303|Finland|NCT01215227
4726|United States|NCT00785902
4727|Brazil|NCT00785928
4728|Canada|NCT00785928
4729|Czech Republic|NCT00785928
4730|France|NCT00786422
4731|Canada|NCT00786838
4732|United States|NCT00787098
4733|Turkey|NCT00787202
4734|United States|NCT00787891
4735|Belgium|NCT00787891
4736|Denmark|NCT00787891
4737|France|NCT00787891
4738|India|NCT00787891
4739|Israel|NCT00787891
4740|Poland|NCT00787891
4741|South Africa|NCT00787891
4742|Hungary|NCT00787891
4743|Netherlands|NCT00787891
4744|Sweden|NCT00787891
5033|New Zealand|NCT01241552
5034|Portugal|NCT01241552
5035|South Africa|NCT01241552
5036|Spain|NCT01241552
5037|Israel|NCT01241552
5038|United Kingdom|NCT01241552
5039|Italy|NCT01241591
5040|Turkey|NCT01242514
5395|Morocco|NCT00929240
5396|Portugal|NCT00929240
5397|United States|NCT00929487
5398|Korea, Republic of|NCT00929721
5399|Canada|NCT00929903
5400|United States|NCT00930163
5401|United Kingdom|NCT00930163
5402|United States|NCT00931307
5403|China|NCT00931463
5404|Vietnam|NCT00931463
5405|Argentina|NCT00932451
5406|United States|NCT00932464
5407|United States|NCT00932581
5408|Argentina|NCT00932893
5409|United States|NCT00932932
5410|United States|NCT00933166
5411|United Kingdom|NCT00933582
5412|Poland|NCT00933894
5413|United States|NCT00934232
5414|Germany|NCT00934466
5767|Turkey|NCT01259297
5768|Canada|NCT01259817
5769|France|NCT01259817
5770|Canada|NCT01259856
5771|United States|NCT01259986
5772|United States|NCT01260103
5773|Belgium|NCT01261273
5254|United States|NCT01079871
5255|France|NCT01080755
5511|Poland|NCT01241448
5512|United States|NCT01241552
5513|Australia|NCT01241552
5514|Austria|NCT01241552
5515|Denmark|NCT01241552
5516|Belgium|NCT01241552
5517|Brazil|NCT01241552
5518|Italy|NCT01241552
5519|Canada|NCT01241552
5520|United States|NCT00939354
5521|Canada|NCT00939653
5522|Puerto Rico|NCT00939783
5523|Germany|NCT00940160
5524|Egypt|NCT01082874
5525|Hungary|NCT01082874
5526|Austria|NCT01083472
5527|Hungary|NCT01083732
5528|Russian Federation|NCT01083732
5529|Czech Republic|NCT01083732
5530|Slovakia|NCT01083732
5531|Bulgaria|NCT01084863
5532|Latvia|NCT01084863
5533|Lithuania|NCT01084863
5534|Serbia|NCT01084863
5535|Taiwan|NCT01084863
5304|France|NCT01215227
5305|Italy|NCT01215227
5306|Spain|NCT01215227
5307|United Kingdom|NCT01215227
5308|Italy|NCT01215942
5309|Peru|NCT01215942
5310|Spain|NCT01215955
5311|United States|NCT01217073
5312|Colombia|NCT01217073
5313|Hungary|NCT01217073
5314|Taiwan|NCT01217073
5315|Romania|NCT01217073
5316|Australia|NCT01217073
5317|Chile|NCT01217073
5318|Denmark|NCT01217073
5319|Finland|NCT01217073
5735|United States|NCT01101061
5736|United States|NCT01103297
5737|India|NCT01103414
5738|Germany|NCT01103622
5739|Romania|NCT01254630
5740|Slovakia|NCT01254630
5741|Turkey|NCT01254630
5742|Argentina|NCT01254630
5743|Australia|NCT01254630
5744|Canada|NCT01254630
5745|Chile|NCT01254630
5041|Netherlands|NCT01242514
5042|United Kingdom|NCT01242579
5043|Russian Federation|NCT01242748
5044|United States|NCT01243762
5045|Canada|NCT01243762
5046|Israel|NCT01243762
5047|Korea, Republic of|NCT01243762
5048|Belgium|NCT01244035
5049|United States|NCT01244204
5050|Singapore|NCT01244282
5051|United States|NCT01244815
5052|Russian Federation|NCT01244815
5053|Japan|NCT01244828
5054|United States|NCT01245478
5055|India|NCT01245738
5056|United States|NCT01245751
5057|Kenya|NCT01245764
5058|Denmark|NCT01246479
5059|Sweden|NCT01246479
5060|United States|NCT01246973
5061|Morocco|NCT01247324
5062|Philippines|NCT01248897
5063|United States|NCT01249118
5352|Mexico|NCT00818259
5353|Norway|NCT00818259
5354|Peru|NCT00818259
5355|Poland|NCT00818259
5774|United States|NCT01261611
5775|Finland|NCT01262196
5776|Canada|NCT01262196
5777|Ireland|NCT01262352
5778|Croatia|NCT01262651
5779|Croatia|NCT01262677
5780|South Africa|NCT01262677
5781|Sweden|NCT01262898
5782|United States|NCT01262898
5783|Canada|NCT01262898
5784|Belgium|NCT01262898
5785|United Kingdom|NCT01262898
5786|Australia|NCT01262898
5787|South Africa|NCT01263015
5788|Poland|NCT01263015
5789|Belgium|NCT01263314
5790|United States|NCT01263444
5791|Ukraine|NCT01265381
5792|Brazil|NCT01266902
5793|Mexico|NCT01266902
5794|Panama|NCT01266902
5795|Korea, Republic of|NCT01268891
5796|United Kingdom|NCT01269294
5797|United States|NCT01269658
5798|Sweden|NCT00825955
4777|Spain|NCT01026831
4778|Switzerland|NCT01026831
5536|Ukraine|NCT01084863
5537|United States|NCT01085136
5538|Belgium|NCT01086267
5539|Germany|NCT01086748
5540|Puerto Rico|NCT01086748
5541|United States|NCT01086774
5542|Germany|NCT01086852
4617|Czech Republic|NCT00286091
4618|Finland|NCT00286091
4619|France|NCT00286091
4620|Germany|NCT00286091
4621|Hungary|NCT00286091
4622|India|NCT00286091
4623|Ireland|NCT00286091
4624|Italy|NCT00286091
4625|Latvia|NCT00286091
4626|Lithuania|NCT00286091
4627|Mexico|NCT00286091
4628|Netherlands|NCT00286091
4629|New Zealand|NCT00286091
4630|Poland|NCT00286091
4631|Portugal|NCT00286091
4632|Russian Federation|NCT00286091
4633|Serbia|NCT00286091
4634|Slovakia|NCT00286091
4635|South Africa|NCT00286091
4636|Spain|NCT00286091
5746|Greece|NCT01254630
5747|Honduras|NCT01254630
5748|Hong Kong|NCT01254630
5749|Korea, Republic of|NCT01254630
5750|Lithuania|NCT01254630
5751|Mexico|NCT01254630
5752|New Zealand|NCT01254630
5753|Panama|NCT01254630
5754|Saudi Arabia|NCT01254630
5755|Thailand|NCT01254630
5756|United Kingdom|NCT01254630
5757|Russian Federation|NCT01254630
5758|Singapore|NCT01254630
5759|Japan|NCT01254643
5760|United States|NCT01254656
5761|United States|NCT01256060
5762|Hong Kong|NCT01256385
5763|Switzerland|NCT01256983
5764|Norway|NCT01257230
5765|United States|NCT01258803
5766|Ukraine|NCT01259297
4681|India|NCT00290225
4682|Belgium|NCT00290355
4683|Estonia|NCT00290355
4684|Finland|NCT00290355
4685|France|NCT00290355
4686|Germany|NCT00290355
5356|Spain|NCT00818259
5357|Sweden|NCT00818259
5358|Switzerland|NCT00818259
5359|United Kingdom|NCT00818259
5360|Germany|NCT00818272
5361|United States|NCT00818675
5362|Brazil|NCT00818675
5363|Denmark|NCT00818675
5364|France|NCT00818675
5365|Germany|NCT00818675
5366|Italy|NCT00818675
5367|Peru|NCT00818675
5368|Poland|NCT00818675
5369|Spain|NCT00818675
5370|Turkey|NCT00818675
5371|United States|NCT00818909
5372|Singapore|NCT00818948
5373|Finland|NCT00819039
5374|Russian Federation|NCT00819039
5375|Ukraine|NCT00819091
5376|United States|NCT00819169
5377|Spain|NCT00819169
5378|China|NCT00819767
5379|United States|NCT00820027
5380|Czech Republic|NCT00820027
5381|Estonia|NCT00820027
5382|Germany|NCT00820027
4779|China|NCT01027377
4780|Czech Republic|NCT01027949
4781|Brazil|NCT01029210
4782|Finland|NCT01029340
4783|Turkey|NCT01029652
4784|Hungary|NCT01029795
4785|United States|NCT01030237
4786|India|NCT01030536
4787|India|NCT01030822
4788|Belgium|NCT01031589
4789|Turkey|NCT01031680
4790|United States|NCT01032356
4791|Canada|NCT01032486
4792|Brazil|NCT01032629
4793|Dominican Republic|NCT01033981
4794|Honduras|NCT01033981
4795|United States|NCT01034774
4796|Argentina|NCT01035138
4797|Belgium|NCT01035138
4798|Brazil|NCT01035138
4799|Bulgaria|NCT01035138
4800|Costa Rica|NCT00796666
4801|Dominican Republic|NCT00796666
4802|Philippines|NCT00796666
4803|Saudi Arabia|NCT00796666
4804|Mexico|NCT00796757
4805|Portugal|NCT00796757
4637|Switzerland|NCT00286091
4638|Ukraine|NCT00286091
4639|United Kingdom|NCT00286091
4640|Puerto Rico|NCT00286091
4641|Former Serbia and Montenegro|NCT00286091
4642|Spain|NCT00286429
4643|Spain|NCT00286442
4644|Spain|NCT00286468
4645|Spain|NCT00286494
4646|United States|NCT00286663
4647|Former Serbia and Montenegro|NCT00286897
4648|United States|NCT00287508
4937|Mexico|NCT01190267
4938|Philippines|NCT01190267
4939|Romania|NCT01190267
4940|Russian Federation|NCT01190267
4941|South Africa|NCT01190267
4942|Ukraine|NCT01190267
4943|Bosnia and Herzegovina|NCT01190267
4944|Puerto Rico|NCT01190267
4945|India|NCT01190683
4946|Denmark|NCT01190839
4947|Spain|NCT01190839
4948|South Africa|NCT01191268
4949|United States|NCT01191411
4950|United States|NCT01192321
14193|Germany|NCT01140906
14194|Latvia|NCT01140906
14195|Lithuania|NCT01140906
14196|Norway|NCT01140906
14197|Slovakia|NCT01140906
14198|Spain|NCT00583674
14199|United Kingdom|NCT00583674
14200|United States|NCT00583960
14201|United Kingdom|NCT00585195
14202|Chile|NCT00585312
14203|United States|NCT00585468
14204|United States|NCT00586001
14205|South Africa|NCT00586339
14206|Canada|NCT00586469
14207|United States|NCT00586716
14208|United States|NCT00588224
14209|Puerto Rico|NCT00588770
14210|United States|NCT00588796
14211|United States|NCT00588965
14212|Poland|NCT00589693
14213|South Africa|NCT00589693
14214|United States|NCT00590096
14215|United States|NCT00590772
14216|Japan|NCT00591409
14217|United States|NCT00591513
14218|Japan|NCT00591786
14312|Norway|NCT00846391
14313|Colombia|NCT00846391
14314|United States|NCT00846781
14315|Australia|NCT00846781
14316|Canada|NCT00846781
14317|New Zealand|NCT00846781
14318|South Africa|NCT01140906
14319|Sweden|NCT01140906
14320|United States|NCT01141621
14321|China|NCT00761332
14322|Philippines|NCT00761527
14323|United States|NCT00761709
14324|Chile|NCT00761735
14325|United States|NCT00761995
14326|United States|NCT00762047
14327|Japan|NCT00762983
14328|United States|NCT00763100
14329|United States|NCT00763958
14330|Romania|NCT00763971
14331|United States|NCT00764452
14332|Bulgaria|NCT00764478
14333|Croatia|NCT00764478
14334|United States|NCT00764478
14335|Romania|NCT00764478
14336|Russian Federation|NCT00764478
14337|Ukraine|NCT00764478
14338|Australia|NCT00764660
15452|Israel|NCT01281839
15453|France|NCT01282034
15454|Italy|NCT01282255
15455|Portugal|NCT01282255
15456|United Kingdom|NCT01282255
15457|Germany|NCT01282255
15458|United States|NCT01283438
15459|Ireland|NCT01283516
15460|United Kingdom|NCT01283971
15461|Belgium|NCT01284062
14410|Guatemala|NCT00518687
14411|Ireland|NCT00518687
14412|Italy|NCT00518687
14413|Japan|NCT00518687
14414|Korea, Republic of|NCT00518687
14415|Malaysia|NCT00518687
14416|Mexico|NCT00518687
14417|New Zealand|NCT00518687
14418|Norway|NCT00518687
14419|Peru|NCT00518687
14420|Singapore|NCT00518687
14421|Spain|NCT00518687
14422|Sweden|NCT00518687
14423|Taiwan|NCT00518687
14424|United Kingdom|NCT00518687
14425|Austria|NCT00518687
14426|Serbia|NCT00518713
14811|United Kingdom|NCT01841684
14812|Norway|NCT01841684
14813|United States|NCT01841697
14814|Argentina|NCT01841697
14815|Canada|NCT01841697
14816|Croatia|NCT01841697
14817|Estonia|NCT01841697
14818|Georgia|NCT01841697
14819|Hungary|NCT01841697
14820|Israel|NCT01841697
14821|Malaysia|NCT01841697
14822|Philippines|NCT01841697
14823|Poland|NCT01841697
15143|United States|NCT01646593
15144|Vietnam|NCT01648101
15145|Poland|NCT01648140
15146|United States|NCT01648257
15147|India|NCT01648582
15148|Brazil|NCT01449292
15149|Germany|NCT01449292
15150|Sweden|NCT01449292
15151|Turkey|NCT01449292
15152|Germany|NCT01449383
15153|Puerto Rico|NCT01449929
15154|United Kingdom|NCT01450280
15155|India|NCT01450696
15156|Finland|NCT01450761
13872|Saudi Arabia|NCT00973817
13873|United States|NCT00974896
13874|Argentina|NCT00975130
13875|Austria|NCT00975130
13876|Belgium|NCT00975130
13877|Brazil|NCT00975130
13878|Norway|NCT00767000
13879|Peru|NCT00767000
13880|Philippines|NCT00767000
13881|Russian Federation|NCT00767000
13882|Saudi Arabia|NCT00767000
13883|South Africa|NCT00767000
13884|Sweden|NCT00767000
13885|Taiwan|NCT00767000
13886|Hungary|NCT00767000
13887|Lebanon|NCT00767000
13888|Mexico|NCT00767000
13889|Chile|NCT00767000
13890|Germany|NCT00767117
13891|Sweden|NCT00767351
13892|Puerto Rico|NCT00767416
13893|United States|NCT00767481
13894|United States|NCT00767494
13895|Italy|NCT00767520
13896|Korea, Republic of|NCT00767520
13897|Norway|NCT00767520
13898|Taiwan|NCT00767520
14339|Belgium|NCT00764660
14340|Germany|NCT00764660
14341|Netherlands|NCT00764660
14342|Norway|NCT00764660
14343|Sweden|NCT00764660
14344|United States|NCT00764946
14345|South Africa|NCT00764946
14346|Dominican Republic|NCT00764946
14347|Jamaica|NCT00764946
14348|Brazil|NCT00764946
14349|Lithuania|NCT00765063
14350|Spain|NCT00765063
14351|South Africa|NCT00765674
14352|Canada|NCT00765726
14353|Australia|NCT00765726
14354|Colombia|NCT00765726
14355|United States|NCT00766181
14356|United States|NCT00766246
14357|United States|NCT00766532
14358|Mexico|NCT00686166
14359|France|NCT00686348
14360|France|NCT00686374
14361|Netherlands|NCT00686374
14362|Italy|NCT00686517
14363|United States|NCT00686543
14364|Belgium|NCT00686543
14365|Germany|NCT00686543
14427|United States|NCT00518739
14428|Zambia|NCT00518856
14429|Puerto Rico|NCT00518882
14430|Mexico|NCT00519480
14431|Austria|NCT00519532
14432|Germany|NCT00519649
14433|United States|NCT00519857
14434|Belgium|NCT00519961
14435|Brazil|NCT00519961
14436|France|NCT00519961
14437|Italy|NCT00519961
14438|Canada|NCT00846885
14439|Colombia|NCT00847197
14440|Finland|NCT00847197
14441|United States|NCT00847197
14760|Netherlands|NCT01125774
14761|New Zealand|NCT01125774
14762|Norway|NCT01125774
14763|Puerto Rico|NCT01125774
14764|United Kingdom|NCT01125774
14765|Chile|NCT01126437
14766|Morocco|NCT01126437
14767|France|NCT01126749
14768|United States|NCT01127893
14769|United States|NCT01129076
14770|Romania|NCT01129674
14771|Germany|NCT01129674
15157|United States|NCT01451437
15158|Canada|NCT01451437
15159|United States|NCT01451450
15160|Canada|NCT01451450
15161|Greece|NCT01451450
15162|Italy|NCT01451450
15163|Netherlands|NCT01451450
15164|Switzerland|NCT01451450
15165|United Kingdom|NCT01451450
15166|Germany|NCT01451450
15167|United States|NCT01451619
15168|United States|NCT01452347
15169|Brazil|NCT01452919
15170|Argentina|NCT01452919
15171|United States|NCT01453725
15172|Czech Republic|NCT01453725
15173|Denmark|NCT01453725
15174|Finland|NCT01453725
15651|Australia|NCT01485861
15652|Mexico|NCT01485991
15653|Puerto Rico|NCT01485991
15654|Belgium|NCT01487083
15655|United States|NCT01487200
15656|Austria|NCT01488071
15657|Belgium|NCT01488071
15658|Bulgaria|NCT01488071
15659|Czech Republic|NCT01488071
15660|Estonia|NCT01488071
15661|Germany|NCT01488071
15662|Italy|NCT01488071
15663|Lithuania|NCT01488071
15664|Poland|NCT01488071
15665|Romania|NCT01488071
15666|Russian Federation|NCT01488071
15667|Spain|NCT01488071
15668|Sweden|NCT01488071
15669|United Kingdom|NCT01488071
15670|Belgium|NCT01488877
15671|Bulgaria|NCT01488994
15672|Brazil|NCT01489046
15673|Germany|NCT01489046
15674|Poland|NCT01489046
15675|Portugal|NCT01489046
15676|Croatia|NCT01489111
15677|Germany|NCT01489111
15678|South Africa|NCT01682512
15679|Sweden|NCT01682512
15680|Ukraine|NCT01682512
15681|United States|NCT01682759
15682|Croatia|NCT01682759
14474|United States|NCT00962117
14475|Sweden|NCT00962741
14476|Argentina|NCT00962741
14477|Greece|NCT00962741
14478|Puerto Rico|NCT00766597
14479|South Africa|NCT00766597
14480|Italy|NCT00766779
14481|Spain|NCT00766779
14482|Korea, Republic of|NCT00766831
14483|United States|NCT00767000
14484|Australia|NCT00767000
14485|Austria|NCT00767000
14486|Brazil|NCT00767000
14487|Colombia|NCT00767000
14488|Costa Rica|NCT00767000
14489|Denmark|NCT00767000
14490|Finland|NCT00767000
14491|France|NCT00767000
14492|Germany|NCT00767000
14493|Guatemala|NCT00767000
14494|Israel|NCT00767000
14495|Italy|NCT00767000
14496|Jordan|NCT00767000
14497|Korea, Republic of|NCT00767000
14498|India|NCT00767000
14499|Malaysia|NCT00767000
14500|United States|NCT00857376
14501|United States|NCT00857883
14502|Japan|NCT00858234
14503|United States|NCT00858351
14504|Germany|NCT00858637
14505|United States|NCT00859690
14824|Romania|NCT01841697
14825|South Africa|NCT01841697
14826|United Kingdom|NCT01843231
14827|Zimbabwe|NCT01844102
14828|Argentina|NCT01844674
14829|India|NCT01844856
14830|Taiwan|NCT01846039
14831|Italy|NCT01846416
14832|Spain|NCT01846416
14833|Switzerland|NCT01846416
14834|Germany|NCT01846416
14835|United States|NCT01365507
14836|Korea, Republic of|NCT01365507
14837|Malaysia|NCT01365507
14838|Hong Kong|NCT01887886
14839|Philippines|NCT01887886
14840|Singapore|NCT01887886
14841|Thailand|NCT01887886
14842|Vietnam|NCT01887886
14843|Ukraine|NCT01888120
14844|Singapore|NCT01888432
14845|Peru|NCT01888874
14846|Puerto Rico|NCT01888874
14847|Brazil|NCT01889433
14848|Morocco|NCT01893255
14849|Denmark|NCT01894893
14850|Brazil|NCT01895543
14851|Israel|NCT01895543
14852|Mexico|NCT01895543
14853|Germany|NCT01895543
14854|Ukraine|NCT01895777
14855|Colombia|NCT01895777
15175|Germany|NCT01453725
15176|Greece|NCT01453725
15177|Ireland|NCT01453725
15178|Italy|NCT01453725
15179|Russian Federation|NCT01453725
15180|Slovakia|NCT01453725
15181|Spain|NCT01453725
15182|Turkey|NCT01453725
15183|United Kingdom|NCT01453725
15184|Mexico|NCT01453751
15185|United States|NCT01453855
15186|Turkey|NCT01454284
15187|Slovenia|NCT01454284
15188|Russian Federation|NCT01455701
15189|Czech Republic|NCT01456169
15190|Brazil|NCT01456195
15191|Romania|NCT01456195
15192|India|NCT01456325
15193|Romania|NCT01456325
15194|France|NCT01456936
15195|United States|NCT01458886
15196|Canada|NCT01458886
15197|Germany|NCT01458886
15198|Hungary|NCT01458886
15199|Mexico|NCT01458886
15200|Peru|NCT01458886
15201|Poland|NCT01458886
15202|Romania|NCT01458886
15203|Russian Federation|NCT01458886
15204|United States|NCT01458912
15205|Canada|NCT01458912
15206|Germany|NCT01458912
15462|Netherlands|NCT01284569
15463|India|NCT01285323
15464|Belgium|NCT01285401
15465|Hungary|NCT01285401
15466|Colombia|NCT01285557
15467|United States|NCT01286103
15468|Germany|NCT01286779
15469|Spain|NCT01286779
15470|Netherlands|NCT01287039
15471|Russian Federation|NCT01287117
15472|India|NCT01287741
15473|United States|NCT01287832
15474|Sweden|NCT01287897
15475|Belgium|NCT01288677
15476|United States|NCT01288729
15477|United States|NCT01288742
15478|Poland|NCT01288755
15479|Netherlands|NCT01289054
15480|Australia|NCT01289054
15481|Belgium|NCT01289054
15482|Korea, Republic of|NCT01289782
15483|Israel|NCT01289782
15484|Taiwan|NCT01289782
15485|India|NCT01289782
15486|Thailand|NCT01289990
15487|United States|NCT01290393
15488|United States|NCT01290536
15489|Korea, Republic of|NCT01290679
15490|Russian Federation|NCT01290679
15491|Belgium|NCT01291576
15492|Russian Federation|NCT01292473
14506|Argentina|NCT00859898
14507|United States|NCT00860028
14508|Canada|NCT00860093
14509|Portugal|NCT00860288
14510|Belgium|NCT00860392
14511|United States|NCT00860535
14512|Italy|NCT00860535
14513|Korea, Republic of|NCT00860535
14514|Poland|NCT00860535
14515|Russian Federation|NCT00860535
14516|United Kingdom|NCT00860535
14517|United States|NCT00861419
14518|Colombia|NCT00687271
14519|Canada|NCT00687323
14520|United Arab Emirates|NCT00687362
14521|Italy|NCT00687401
14522|Indonesia|NCT00687544
14523|South Africa|NCT00688207
14524|Canada|NCT00688467
14525|United Kingdom|NCT00688753
14526|United States|NCT00688766
14527|Australia|NCT00688766
14528|Belgium|NCT00688766
14529|France|NCT00688766
14530|Germany|NCT00688766
14531|Korea, Republic of|NCT00688766
14532|Sweden|NCT00688766
14533|Mexico|NCT00689052
14534|Puerto Rico|NCT00442962
14535|United Kingdom|NCT00443053
14536|United States|NCT00443209
14856|Argentina|NCT01895777
14857|Germany|NCT01895777
14858|Vietnam|NCT01896531
14859|Estonia|NCT01899742
14860|France|NCT01899976
14861|Slovakia|NCT01901146
14862|Lithuania|NCT01903733
14863|Hungary|NCT01903993
14864|Poland|NCT01904279
14865|Peru|NCT01904279
14866|Albania|NCT01905943
14867|Georgia|NCT01908426
14868|France|NCT01909661
14869|Austria|NCT01910987
14870|Philippines|NCT01390441
14871|Singapore|NCT01390441
14872|Austria|NCT01390493
14873|India|NCT01390844
14874|Korea, Republic of|NCT01390844
14875|Taiwan|NCT01390844
14876|United States|NCT01390844
14877|Germany|NCT01392274
14878|Bulgaria|NCT02031640
14879|Portugal|NCT02033863
14880|Japan|NCT02040428
14881|Argentina|NCT02040766
14882|Chile|NCT02040766
14883|Ecuador|NCT02040766
14884|Peru|NCT02040766
14885|France|NCT02041299
14886|Japan|NCT02049281
14887|Czech Republic|NCT02051608
15207|Philippines|NCT01648699
15208|Turkey|NCT01649297
15209|Brazil|NCT01649765
15210|India|NCT01649856
15211|United States|NCT01650727
15212|France|NCT01650727
15213|Italy|NCT01650727
15214|United Kingdom|NCT01650727
15215|Germany|NCT01651143
15216|United States|NCT01651871
15217|United States|NCT01651936
15218|Australia|NCT01651936
15219|Colombia|NCT01651936
15220|Denmark|NCT01651936
15221|France|NCT01651936
15222|Greece|NCT01651936
15223|Italy|NCT01651936
15224|Hungary|NCT01651936
15225|Korea, Republic of|NCT01651936
15226|New Zealand|NCT01651936
15227|Poland|NCT01651936
15228|South Africa|NCT01651936
15229|Spain|NCT01651936
15230|United Kingdom|NCT01651936
15231|United States|NCT01651949
15232|Canada|NCT01651949
15233|Colombia|NCT01651949
15234|Denmark|NCT01651949
15235|Germany|NCT01651949
15236|Israel|NCT01651949
15237|Malaysia|NCT01651949
15238|Mexico|NCT01651949
15587|Italy|NCT01680822
15588|Croatia|NCT01680822
15589|Taiwan|NCT01680822
15590|United States|NCT01681446
15591|United States|NCT01681680
15592|Finland|NCT01682083
15593|Peru|NCT01682512
15594|Serbia|NCT01682512
15595|Brazil|NCT01682512
15596|Guatemala|NCT01682512
15597|Russian Federation|NCT01682512
15598|France|NCT01295632
15599|Spain|NCT01295632
15600|Norway|NCT01295632
15601|Australia|NCT01295827
15602|France|NCT01295827
15603|Canada|NCT01295827
15604|Spain|NCT01295827
15605|United Kingdom|NCT01295827
15606|United States|NCT01295827
15607|Italy|NCT01295827
15608|Korea, Republic of|NCT01295827
15609|Norway|NCT01295827
15610|Taiwan|NCT01295827
15611|United States|NCT01296412
15612|Canada|NCT01296412
15613|Colombia|NCT01296412
15614|Czech Republic|NCT01296412
15615|Denmark|NCT01296412
15616|Finland|NCT01296412
15617|France|NCT01296412
15618|Germany|NCT01296412
14537|Austria|NCT00443209
14538|Colombia|NCT00443209
14539|Denmark|NCT00443209
14540|France|NCT00443209
14541|Italy|NCT00443209
14542|Netherlands|NCT00443209
14543|Norway|NCT00443209
14544|Poland|NCT00443209
14545|Spain|NCT00443209
14546|United Kingdom|NCT00443209
14547|Germany|NCT00443287
14548|Italy|NCT00443287
14549|Portugal|NCT00443287
14550|Australia|NCT00443326
14551|Canada|NCT00443326
14552|United States|NCT00443651
14553|United States|NCT00443690
14554|Germany|NCT00443690
14555|Italy|NCT00443690
14941|Germany|NCT01441414
