RSLTS_BASELINE_ID|NCT_ID|POPULATION
10234|NCT00762164|
10235|NCT00762177|
10236|NCT00762216|
10237|NCT00762229|
10238|NCT00762268|Individuals entering the treatment phase of the study.
10239|NCT00762320|
9015|NCT00701389|
9016|NCT00701441|
9017|NCT00701662|
9018|NCT00701727|
9019|NCT00701805|
9020|NCT00701935|
9021|NCT00702143|
9022|NCT00702208|
9023|NCT00702299|
9024|NCT00702325|
9025|NCT00702338|The Baseline Analysis Population consisted of one mother with confirmed pregnancy who was treated with corifollitropin alfa + hCG in base study P05693 (NCT00697255) and enrolled in the current follow-up study. Baseline characteristics were not summarized for the infants born on study.
9026|NCT00702364|Baseline analysis was completed on the 55 randomized participants.
9027|NCT00702377|
9028|NCT00702468|
9422|NCT00756964|
9423|NCT00756977|Intent to Treat population
9424|NCT00757172|All registered participants who have met the eligibility criteria.
9425|NCT00757237|
9426|NCT00757588|
9427|NCT00757601|
9428|NCT00757627|
9429|NCT00757705|
9430|NCT00757783|
9431|NCT00757848|
9432|NCT00758043|
9470|NCT01310413|
9471|NCT01310582|Six patients dropped out due to physician decision.
9472|NCT01310777|This reporting group includes all randomized subjects.
9473|NCT01311024|the siblings of the infant-vaccinated FinIP children
9474|NCT01311102|Pilot study using a population of convenience within study  location.
9475|NCT01311505|
9476|NCT01311661|
9875|NCT01542255|patients with metastatic melanoma
9876|NCT01542645|
9877|NCT01542684|
9878|NCT01542788|Participants in the Safety Analysis Set (randomized and received at least 1 dose of study drug) were analyzed for baseline characteristics.
9879|NCT01543581|
9880|NCT01543685|
9881|NCT01543828|
9882|NCT01543958|
9883|NCT01544361|
9884|NCT01545388|All participants as treated population defined as all randomized participants.
9885|NCT01545518|18-50 years of age, both male and female
9886|NCT01545700|
9887|NCT01545765|No sample size determination as a standard sample size for this type of study is about 30 subjects.
9888|NCT01546207|
9889|NCT01546285|
9890|NCT01546402|
9891|NCT01546636|The number of participants was determined by performing a sample size calculation.
10240|NCT00762359|
10241|NCT00762385|
10242|NCT00762411|
10243|NCT00762450|
10244|NCT00762463|
10245|NCT00762476|
10246|NCT00762515|
10247|NCT00762528|
10248|NCT00762606|
10249|NCT00762619|
10250|NCT01319617|
10251|NCT01319773|
10252|NCT01320826|
10253|NCT01321008|
10254|NCT01321697|
10255|NCT01525173|
10256|NCT01525225|All participants who received at least one dose of study drug.
10257|NCT01525420|
10258|NCT01526213|
10259|NCT01526902|
10260|NCT01527370|
10261|NCT01528319|
8972|NCT00670982|
8973|NCT00671060|
8974|NCT00671502|
8975|NCT00671528|
9433|NCT00758069|
9434|NCT00758160|
9435|NCT00758290|
9436|NCT00758342|
9437|NCT00758394|
9438|NCT00758420|Treated patients with a week 8 study assessment.
9439|NCT00758459|
9440|NCT00758485|
9441|NCT00758498|
9442|NCT00758550|
9443|NCT00758563|
9444|NCT00758576|
9445|NCT00758589|
9446|NCT00758602|Intent-to-Treat (ITT) population: all randomized patients who received at least one dose ofthe treatment-group specific medication.
9447|NCT00758680|
9448|NCT00758745|
9449|NCT00758758|
9450|NCT00758771|
9851|NCT01430819|
9852|NCT01431014|
9853|NCT01431079|
9854|NCT01431144|
9855|NCT01431300|
9856|NCT01431339|
9857|NCT01431508|
9892|NCT01546688|
9893|NCT01546922|The 47 participants completing both study periods were used for further analysis.
9894|NCT01547247|
9895|NCT01547598|
9896|NCT01548638|
9897|NCT01548833|All enrolled participants
9898|NCT01548885|Per protocol
9899|NCT01549041|
9900|NCT01549340|
9901|NCT01549392|patients with recurrent glioblastoma
9902|NCT01549405|
10318|NCT01587651|
10319|NCT01587885|
10320|NCT01606228|
10321|NCT01606254|
10322|NCT01606735|
10323|NCT01607112|
10324|NCT01607398|
10325|NCT01607411|
10326|NCT01607593|
10327|NCT01607853|
10328|NCT01608659|
10329|NCT01608672|
10330|NCT01608815|
10331|NCT01609010|Intent to treat (ITT) population included all randomized participants.
10332|NCT01609478|
8976|NCT00671554|
8977|NCT00671606|
8978|NCT00671671|
8979|NCT00671788|Eligible and treated participants
8980|NCT00671853|
8981|NCT00671879|
8982|NCT00671918|Of the 186 participants who enrolled in the trial, 179 were administered the study agent, Lymphoseek, and therefore this participant number is used for the baseline analysis.
8983|NCT00671931|
8984|NCT00671970|
8985|NCT00672100|
8986|NCT00672178|
8987|NCT00672204|
8988|NCT00699582|
8989|NCT00699608|
8990|NCT00699699|
8991|NCT00699751|
8992|NCT00699842|
8993|NCT00699972|
8994|NCT00699998|
8995|NCT00700011|
8996|NCT00700063|
8997|NCT00700115|
8998|NCT00700141|
8999|NCT00700180|Intent-to-treat (ITT) population.  The ITT population included all participants randomized into the study.
9000|NCT00700271|
5020|NCT01237353|
5021|NCT01238211|
5022|NCT01238471|
5023|NCT01238640|
5024|NCT01238822|
5025|NCT01238848|
5026|NCT01239043|
5027|NCT01239212|
5028|NCT01239511|For subjects without the primary efficacy variable due to early discontinuaton and those with protocol violation were excluded from the analysis group.
5029|NCT01239680|
5030|NCT01239745|
5031|NCT01239992|
5032|NCT01240122|
5033|NCT01240135|
5034|NCT01240330|
5035|NCT01240382|
3754|NCT00439218|
3755|NCT00439231|
3756|NCT00439244|
3757|NCT00439270|All patients who received at least 1 dose of dasatinib
3758|NCT00439309|
3759|NCT00439335|
3760|NCT00439517|
3761|NCT00439569|
3762|NCT00439608|Patients received cetuximab, 400 mg/mg2 over 2 h on Day 1 then 250 mg/m2/week over 1 h, for 5 additional weeks. Patients also received paclitaxel, 50 mg/m2/week, over 1 h and carboplatin AUC (area under the curve) = 2/week, over 30 min, for 6 weeks. Cetuximab was administered first.
5184|NCT01151436|
5185|NCT01151553|
5186|NCT01151904|
5187|NCT01152190|The Primary Analysis Population was defined as all randomized participants who received at least 1 dose of study medication.
5188|NCT01152294|
5189|NCT01152307|
5190|NCT01152385|
5191|NCT01152437|Treated set.
5192|NCT01152450|
5193|NCT01152554|
5194|NCT01152580|
5195|NCT01152697|
5196|NCT01152788|
5197|NCT01152996|
5198|NCT01153009|
5199|NCT01153269|
5200|NCT01193114|
5201|NCT01193127|
5202|NCT01193218|
5203|NCT01193556|
3811|NCT00477607|
3812|NCT00477633|
3813|NCT00477672|Safety Analysis Set
3814|NCT00477685|
3815|NCT00477750|
3816|NCT00478023|
4775|NCT01129960|
4776|NCT01130051|
4777|NCT01130103|
4778|NCT01130168|
4779|NCT01130532|
4780|NCT01130831|Safety Analysis Set included all screened subjects who took at least 1 dose of lanthanum carbonate and for whom 1 follow-up assessment was completed (n = 61).
4781|NCT01130883|
4782|NCT01130974|All participants were randomized and dispensed lenses at the baseline visit.
4783|NCT01131130|All eligible, dispensed participants
4784|NCT01131182|
4785|NCT01131494|
4786|NCT01131507|Safety population included all participants who received at least 1 dose of study drug.
4787|NCT01131585|
4788|NCT01131884|
4789|NCT01132118|Participants who were randomized to receive either HCQ or placebo.
4790|NCT01132144|
4791|NCT01132326|
4792|NCT01132378|Forty consecutive patients who underwent staged bilateral Total Knee Arthroplasty were prospectively randomised to receive mini MedialParapatellar Approach in one knee and mini-midvastus approach in the other knee (left or right)within no more than 7 days.
4793|NCT01132651|
5119|NCT00997139|
5120|NCT00997204|
5121|NCT00997243|
5122|NCT00997321|
5123|NCT00997516|
4373|NCT01205126|Full analysis set (FAS) population set included all the participants who were randomly assigned either of the 2 treatment groups and with at least 1 dose of medication administered during the titration phase and at least one assessment of efficacy.
4374|NCT01205230|
4375|NCT01205269|
4376|NCT01205399|
4377|NCT01205451|
4378|NCT01205581|This was an open-label study where participants were randomized at a 1:1 ratio into Fluzone high-dose (HD) and Fluzone standard dose (SD) groups by disease group with the use of a computer-generated randomization schedule.
4379|NCT01212185|This was an intent to treat study in which data were collected and analyzed on all subjects in both treatment arms who were enrolled in the study and met eligibility criteria.
4380|NCT01212302|
4381|NCT01212445|
4382|NCT01212757|Full analysis set consisting of all participants who were randomized as specified in the protocol. Four participants who were randomized in error and did not receive any dose of investigational product are excluded.
4383|NCT01212770|The full analysis dataset (FAS) consisting of all participants who were randomized as specified in the protocol.
4384|NCT01213043|Demographic and other baseline characteristics were analyzed on the intent-to-treat population, which included all subjects who were randomized.
4385|NCT01213173|
4386|NCT01213264|
4387|NCT01213329|
4388|NCT01213589|
4389|NCT01213706|
4390|NCT01213836|
4822|NCT01177384|All participants randomized population. The baseline characteristics module does not include the second sequential randomization of a participant in the placebo group. Data for the second sequential randomization were excluded from the efficacy and safety analyses.
4823|NCT01177410|
4824|NCT01177553|
3763|NCT00439647|
3764|NCT00474175|
3765|NCT00474188|
3766|NCT00474201|
3767|NCT00474240|
3768|NCT00474383|
3769|NCT00474487|
3770|NCT00474526|
3771|NCT00474539|
3772|NCT00474708|
3773|NCT00474760|All enrolled participants
3774|NCT00474786|
3775|NCT00474812|
3776|NCT00474903|Two patients from ARM II withdrew due to an inadequate number of biopsies and were not included in baseline measures.
3777|NCT00474968|
3778|NCT00475033|
3779|NCT00475085|
3780|NCT00475150|
3781|NCT00475176|
4219|NCT00488475|Safety population included all participants with available documentations.
4220|NCT00488488|
4221|NCT00488514|
4222|NCT00488592|
4223|NCT00488631|
4224|NCT00488644|
3817|NCT00478140|
3818|NCT00478192|
3819|NCT00478205|
3820|NCT00478218|
3821|NCT00478231|
3822|NCT00478244|
3823|NCT00478556|
3824|NCT00478569|
3825|NCT00478608|
3826|NCT00478647|
3827|NCT00478673|
3828|NCT00478777|
3829|NCT00478881|
3830|NCT00479037|
3831|NCT00479154|
3832|NCT00479232|
3833|NCT00479258|
3834|NCT00479336|2 subjects (1 of placebo and 1 of OPC-41061 30 mg) were excluded by GCP deviation.
1 subject (OPC-41061 7.5 mg) was excluded by receiving a dose 7 times higher than specified daily dose.
3835|NCT00479388|
3836|NCT00479401|
3837|NCT00447603|All enrolled population which included all participants who provided consent and entered screening period of study.
3838|NCT00447902|
3839|NCT00448175|
4278|NCT00492583|
4279|NCT00492726|
5124|NCT00997555|
5125|NCT00997594|
5126|NCT00997672|
5127|NCT00997984|
5128|NCT00998023|
5129|NCT00998049|
5130|NCT00998309|
5131|NCT00998374|
5132|NCT00998517|
5133|NCT00998582|
5134|NCT00998738|Since only one patient was accrued, patient confidentiality prevents the reporting of this patient.
5135|NCT00998868|
5136|NCT00998881|
5137|NCT00999141|
5138|NCT00999544|
5139|NCT00999596|
5140|NCT00999661|Intent-to-Treat population defined as all subjects implanted with the Realize Gastric Band-C who signed informed consent.
5141|NCT00999687|
5142|NCT01241539|Treated set (TS) included all 7 subjects who were dispensed trial medication and were documented to have taken at least 1 dose of investigational treatment.
5143|NCT01136876|
5144|NCT01136915|
5145|NCT01136954|
5146|NCT01137292|
5147|NCT01137370|
3870|NCT00450437|
4825|NCT01177670|
4826|NCT01177722|
4827|NCT01177800|
4828|NCT01177813|Full analysis set (FAS) including all randomised and treated patients who had a baseline HbA1c value (non-open label groups) and Open-label set including all patients entered in the empagliflozin 25 mg open-label treatment arm.
4829|NCT01177943|
4830|NCT01177956|Intention to treat (ITT) population included all participants who received at least one dose of the investigational medicinal product (IMP) cetuximab or chemotherapy.
4831|NCT01177969|
4832|NCT01178099|
4833|NCT01178125|Safety Population
4834|NCT01178138|These participants are the only ones who entered the study proper, meaning these were the only ones who received any study medications.
4835|NCT01178281|Intent to Treat (ITT) population included all randomized participants
4836|NCT01178385|
4837|NCT01178762|
4838|NCT00964743|
4839|NCT00964860|
4840|NCT00965081|
4841|NCT00965094|Enrolled patient population included all patients who signed an informed consent regardless whether renal transplanation as performed or not.
4842|NCT00965146|
4843|NCT00965237|
4844|NCT00965250|
4845|NCT00965484|
4846|NCT00965497|
3458|NCT00425386|
4225|NCT00488683|Analysis was done on all enrolled subjects.
4226|NCT00488774|
4227|NCT00488826|
4228|NCT00488865|
4229|NCT00489255|
4230|NCT00489268|
4231|NCT00489359|
4232|NCT00489424|
4233|NCT00489489|
4234|NCT00489541|
4235|NCT00489554|
4236|NCT00489736|
4237|NCT00489853|
4238|NCT00489866|
4239|NCT00489970|
4240|NCT00490022|
4241|NCT00490139|
4242|NCT00490256|
4243|NCT00490269|
4244|NCT00490477|
4245|NCT00490542|
4246|NCT00490555|
4247|NCT00490646|
4248|NCT00490698|
4691|NCT01172418|Intent to treat analysis performed on all 200 patients in the trial.
4692|NCT01172808|Treated Set (TS) - all randomised patients who received at least 1 dose of randomised trial medication.
4280|NCT00492752|
4281|NCT00492856|
4282|NCT00492973|
4283|NCT00493012|
4284|NCT00493038|
4285|NCT00493181|
4286|NCT00493220|
4287|NCT00493246|
4288|NCT00493285|
4289|NCT00493311|
4290|NCT00493454|
4291|NCT00519194|Subjects treated
4292|NCT00519285|
4293|NCT00519376|
4294|NCT00519532|
4295|NCT00519623|
4296|NCT00519636|
4297|NCT00519649|
4298|NCT00519779|
4299|NCT00519818|
4300|NCT00520234|
4301|NCT00520351|
4302|NCT00520468|
4303|NCT00520494|
4304|NCT00520546|
4305|NCT00520572|
3871|NCT00450580|
3872|NCT00450619|
3873|NCT00450658|
3874|NCT00450723|
3875|NCT00450749|
3876|NCT00450866|
3877|NCT00451048|
3878|NCT00451191|
3879|NCT00451451|
3880|NCT00451698|
3881|NCT00451958|CS21A intention-to-treat (ITT) population.
3882|NCT00452114|
3883|NCT00452348|
3884|NCT00452361|
3885|NCT00452374|
3886|NCT00452387|
3887|NCT00452400|Treated set includes all patients who were dispensed study medication and were documented to have taken at least one dose of investigational treatment.
3888|NCT00452426|
3889|NCT00452452|
3890|NCT00452530|All participants randomized to treatment
3891|NCT00452543|
3892|NCT00452673|
3893|NCT00452699|
3894|NCT00452790|
3895|NCT00493636|All randomized patients are included (i.e., the intent-to-treat population)
3459|NCT00425438|Safety population: all participants who recieved at least one dose of study drug.
3460|NCT00425503|
3461|NCT00425698|
3462|NCT00425750|
3463|NCT00425854|
3464|NCT00425945|
3465|NCT00426153|
3466|NCT00426231|
3467|NCT00426270|Safety population: All participants who received at least 1 dose of study medication.
3468|NCT00426283|
3469|NCT00426361|
3470|NCT00426660|
3471|NCT00426751|
3472|NCT00439725|
3473|NCT00439738|
3474|NCT00439777|
3475|NCT00439946|
3476|NCT00440011|
3477|NCT00440050|
3478|NCT00440193|
3479|NCT00440232|
3480|NCT00440271|
3481|NCT00440297|
3482|NCT00440401|
3483|NCT00440466|
3484|NCT00440505|
4693|NCT01172821|Treated Set (TS) - all randomised patients who received at least 1 dose of randomised trial medication.
4694|NCT01172873|Sixteen participants ages 12-17 were enrolled in the study. All met criteria for a principal disorder of OCD. One participant consented but was then deemed ineligible to participate prior to baseline.
4695|NCT01172938|Full analysis set consisting of all participants who were randomized as specified in the protocol.
4696|NCT01173029|Subjects referred from primary care with diagnosis of resistant arterial hypertension. Each one had a clinical visit scheduled in the center within one week of referral. All were taking two AH drugs plus diuretic.
ABP was measured in seated position, after 5 min of rest. If the highest average of two measures was >140/90mmHg, subject was admitted.
4697|NCT01173120|
4698|NCT01173211|
4699|NCT01173471|
4700|NCT01173653|
4701|NCT01173718|
4702|NCT01174004|
4703|NCT01174030|
4704|NCT01174342|
4705|NCT01174446|
4706|NCT01174459|Safety set: all patients who were documented to have taken at least one dose of pramipexole except for patients who had no observation documented after entry, made invalid registration or were not under the appropriate site contact.
56 patients who didn't visit hospital after the treatment of pramipexole for RLS were excluded from safety set.
4707|NCT01174576|
4708|NCT01174784|
4709|NCT01175005|
4710|NCT01175317|
4711|NCT01175369|
4712|NCT01175434|
4713|NCT01175590|Intent to treat population (ITT)
4714|NCT01175668|
4306|NCT00520676|
4307|NCT00520741|The Baseline Analysis Population refers to the Safety Set (SS) which includes the unique randomized subjects who took at least one dose of study medication.
4740|NCT01229527|
4741|NCT01229722|
4742|NCT01229891|
4743|NCT01230021|
4744|NCT01230060|All implanted eyes
4745|NCT01230502|
4746|NCT01230749|
4747|NCT01230788|
4748|NCT01230814|All randomized participants.
4749|NCT01231321|
4750|NCT01231334|
4751|NCT01231373|Patients receiving blinded treatment
4752|NCT01231464|
4753|NCT01231516|
4754|NCT01231581|
4755|NCT01231607|
4756|NCT01231841|
4757|NCT01231984|Baseline characteristics are presented for the population of subjects (274) that completed the wash-in period and were randomized into the study arms.
4758|NCT01232127|
4759|NCT01232205|
4760|NCT01232465|
4761|NCT01232491|
3896|NCT00493779|
3897|NCT00493805|
3898|NCT00493974|
4336|NCT01086761|
4337|NCT01086969|
4338|NCT01087489|
4339|NCT01087502|
4340|NCT01087528|
4341|NCT01087541|
4342|NCT01087736|
4343|NCT01087762|Baseline Characteristics refer to the Randomized Set (RS), which is an Intention-to-Treat (ITT) dataset.
4344|NCT01100320|
4345|NCT01100437|
4346|NCT01100606|Safety analysis population included all participants who received at least 1 dose of study medication.
4347|NCT01100658|
4348|NCT01100762|
4349|NCT01100853|
4350|NCT01100931|
4351|NCT01101022|
4352|NCT01101165|
4353|NCT01101178|
4354|NCT01101191|
4355|NCT01101308|
4356|NCT01101321|
4357|NCT01101464|
4358|NCT01101477|
3485|NCT00440518|
3486|NCT00440531|
3487|NCT00440557|
3929|NCT00496262|
3930|NCT00496340|All participants. Bone marrow chimerism data were available for only 38 patients at day +28 and for only 36 patients at day +100.
3931|NCT00496379|
3932|NCT00496470|
3933|NCT00496626|
3934|NCT00496730|
3935|NCT00496769|
3936|NCT00496782|
3937|NCT00496808|
3938|NCT00496834|
3939|NCT00496860|
3940|NCT00496964|
3941|NCT00497055|
3942|NCT00497146|
3943|NCT00497198|
3944|NCT00497770|
3945|NCT00498186|
3946|NCT00498355|
3947|NCT00498433|Part 1 : Baseline measures are on all patients.
Part 2: Randomized population of double-blind period used for Baseline/Demographic measurements.
3948|NCT00467844|
3949|NCT00467857|
3950|NCT00467896|
4715|NCT01175798|
5092|NCT00929383|Prospective, open label registry. All patients meeting inclusion/exclusion at the study centers were eligible for paritcipation.
As this was an observational registry, no statistical hypothesis was stated a priori.
5093|NCT00929474|
5094|NCT00929526|
5095|NCT00929643|
5096|NCT00929708|
5097|NCT00929773|
5098|NCT00929864|All randomized and treated participants who started the 12 month period.
5099|NCT00929981|
5100|NCT00930722|
5101|NCT00930761|
5102|NCT00930774|Participants were male and female blast-exposed Veterans from the Operation Enduring Freedom/Operation Iraqi Freedom conflicts who reported difficulties hearing speech in noise/when spoken quickly/other difficult circumstances but had clinically-normal hearing.
5103|NCT00930787|
5104|NCT00958893|Study prematurely terminated
5105|NCT00958919|
5106|NCT00959049|
5107|NCT00968708|Full Analysis Set (FAS) - all randomized participants who signed informed consent.
5108|NCT00968799|
5109|NCT00996632|
5110|NCT00996658|Six participants (three participants per treatment) were excluded from all analyses due to serious site non-compliance. Thus, the total participants in Baseline Measures (272) is six less than total in Participant Flow (278).
5111|NCT00996736|
5112|NCT00996775|
5113|NCT00996801|
4762|NCT01232569|Baseline Characteristics are reported for the safety population which included all patients who received at least 1 dose of study drug and had at least 1 post-dose safety assessment. One patient who received tocilizumab had no post-baseline safety data and was excluded from the safety population.
4763|NCT01232790|
4764|NCT01232894|
4765|NCT01233076|
4766|NCT01233258|
4767|NCT01233284|
5036|NCT01240746|
5037|NCT01240811|
5038|NCT01241240|
5039|NCT01246713|
5040|NCT01246791|
5041|NCT01247064|
5042|NCT01247090|
5043|NCT01247272|
5044|NCT01247285|
5045|NCT01247428|Patients with symptomatic ischemic heart disease due to discrete de novo lesions < 20 mm in length in the native coronary arteries with reference vessel diameters between 2.5 mm and 3.5 mm.
5046|NCT01248013|
5047|NCT01248065|
5048|NCT01248130|
5049|NCT01248221|
5050|NCT01147848|
5051|NCT01147874|
5052|NCT01147900|
5053|NCT01147926|The Safety Population included all subjects randomized into the study and who took at least 1 dose of investigational product (n = 370).
4359|NCT01101542|
4360|NCT01101841|
4361|NCT01101867|
4362|NCT01101958|
4363|NCT01102218|
4364|NCT01102257|
4794|NCT01132846|
4795|NCT01133288|
4796|NCT01133626|
4797|NCT01133704|
4798|NCT01133860|
4799|NCT01134016|A total of 13 patients were enrolled in this study
4800|NCT01134042|
4801|NCT01134107|
4802|NCT01134276|
4803|NCT01134315|
4804|NCT01134393|
4805|NCT01134627|
4806|NCT01134705|
4807|NCT01134900|
4808|NCT01135017|
4809|NCT01135134|
4810|NCT01135368|
4811|NCT01135381|A few patients were excluded from the final study groups. 6 patients died prior to discharge, 2 patients declined participation, and 4 patients became ineligible.  After hospital discharge, 12 patients declined follow-up, we were unable to contact 5 for follow-up, and 4 became ineligible.
4812|NCT01135511|
3951|NCT00468104|
3952|NCT00468208|
3953|NCT00468286|
3954|NCT00468299|
3955|NCT00468312|
3956|NCT00468481|
3957|NCT00468559|
4391|NCT01214109|
4392|NCT01214174|
4393|NCT01214239|
4394|NCT01214252|
4395|NCT01214395|
4396|NCT01214434|
4397|NCT01214616|
4398|NCT01214720|Intent-to-Treat (ITT) Population:  All 607 participants randomized to treatment.
4399|NCT01214811|
4400|NCT01214824|
4401|NCT01214850|
4402|NCT01115998|
4403|NCT01116102|
4404|NCT01116232|
4405|NCT01116687|
4406|NCT01116882|
4407|NCT01117051|Safety Population was used which includes all subjects who were randomized into the study and who had received at least 1 dose of investigational product.  174 subjects were randomized but 5 were not treated (n = 169).
4408|NCT01117090|
5114|NCT00996918|
5115|NCT00996931|
5116|NCT00996944|
5117|NCT00996996|
5118|NCT00997113|
3782|NCT00475306|
3783|NCT00475319|
3784|NCT00475332|
3785|NCT00475501|Men aged over 60 with serum testosterone 300 ng/dL or biotestosterone 70 ng/dL or less were recruited
3786|NCT00475657|
3787|NCT00475670|Full analysis set (FAS) included all enrolled participants who received at least one dose of either trastuzumab or taxane.
3788|NCT00475709|
3789|NCT00475735|
3790|NCT00475852|
3791|NCT00475865|
3792|NCT00475878|
3793|NCT00475904|
3794|NCT00476008|
3795|NCT00476151|
3796|NCT00476229|
3797|NCT00476242|
3798|NCT00476593|
3799|NCT00476645|All participants were included in the analysis
3800|NCT00476788|
3801|NCT00476827|
5054|NCT01148017|Analysis was done on the all enrolled population, ie, all subjects who had signed an informed consent, undergone screening procedures, and were enrolled.
5055|NCT01148420|
5056|NCT01148511|Safety population: All patients who received study drug (n=99). Not all patients who received study drug were randomized into the 2 treatment groups (n=93) due to discontinuation from the study in the first Period of the study. Baseline Characteristics are only reported for the randomized (n=93) patients.
5057|NCT01148524|Analysis was performed on all enrolled subjects.
5058|NCT01148537|
5059|NCT01148693|
5060|NCT01148745|
5061|NCT01148771|
5062|NCT01149148|
3840|NCT00448227|
3841|NCT00448344|
3842|NCT00448435|
3843|NCT00448448|Age, gender, race, height, Scoliosis Research Society curve classification, Cobb angle, Risser grade
3844|NCT00448539|
3845|NCT00448630|
3846|NCT00448682|
3847|NCT00448708|
3848|NCT00448760|
3849|NCT00449033|
3850|NCT00449046|
3851|NCT00449072|
3852|NCT00449150|
3853|NCT00449163|
3854|NCT00449176|
4813|NCT01135524|
4814|NCT01136226|
4815|NCT01136291|
4816|NCT01136382|
4817|NCT01136408|
4818|NCT01136655|
4819|NCT01136746|
4820|NCT01177228|Baseline measures are reported for the Safety Analysis Set - all enrolled participants who received at least 1 dose of study treatment.  One participant was randomized but not dosed and is not included in this population.
4821|NCT01177293|
5204|NCT01193582|
5205|NCT01193660|
5206|NCT01193907|
5207|NCT01193920|Analysis was done on the all enrolled population.
5208|NCT01194245|All enrolled participants.
5209|NCT01194258|All participants in the study, including those who were enrolled but were not randomized.
5210|NCT00959374|
5211|NCT00959699|
5212|NCT00959751|Of the 195 subjects randomized, 174 subjects received study drug: the 174 subjects constitute the Safety Population.
5213|NCT00959764|
5214|NCT00959907|
5215|NCT00959920|
5216|NCT00959946|
5217|NCT00960076|
5218|NCT00960141|
5219|NCT00960154|
4409|NCT01117181|
4410|NCT01117311|
4411|NCT01117337|
4412|NCT01216761|
4413|NCT01216943|
4414|NCT01217112|
4415|NCT01217229|
4416|NCT01217463|The intent-to-treat (ITT) population was defined as all randomized patients who have at least one medical evaluation during the study. Demographic and baseline characteristics were presented in terms of descriptive statistics in ITT population.
4417|NCT01217476|The intent-to-treat (ITT) population was defined as all randomized patients who have at least one medical evaluation during the study. Demographic and baseline characteristics were presented in terms of descriptive statistics in ITT population.
4847|NCT00965523|Demographic data were reported for 80 subjects, the Full Analysis Set, which is the primary efficacy analysis set in this study.
4848|NCT00965718|
4849|NCT00965731|
4850|NCT00965848|For Baseline characteristics, age and gender, number of participants evaluable was 264.
4851|NCT00966186|
4852|NCT00966238|
4853|NCT00966264|
4854|NCT00966940|
4855|NCT00966953|
4856|NCT00967018|
4857|NCT00967044|A total of 30 patients were evaluated in intention to treat based response analysis.
4858|NCT00967447|
4859|NCT00967473|
4860|NCT00967486|
3802|NCT00476957|Intention to treat analysis has been used.
3803|NCT00477152|
3804|NCT00477204|
3805|NCT00477230|
3806|NCT00477295|
3807|NCT00477334|
3808|NCT00477386|
3809|NCT00477464|
3810|NCT00477594|
4249|NCT00490724|The per protocol set (PPS) included all participants who met the principal criteria for eligibility, received at least 1 dose of study medication and had one efficacy assessment after randomization except those participants who had significant protocol deviations
4250|NCT00490815|
4251|NCT00490841|
4252|NCT00490919|
4253|NCT00490945|
4254|NCT00490971|
4255|NCT00491075|
4256|NCT00491179|
4257|NCT00491244|
4258|NCT00491374|
4259|NCT00491387|
4260|NCT00491400|
4261|NCT00491504|
4262|NCT00491530|
4263|NCT00491608|
4264|NCT00491738|
12949|NCT00982007|Of the 1011 subjects, 4 randomized to Group A (FCM), 4 randomized to Group B (oral iron), and 6 randomized to Group D (IV SC) were discontinued from the study prior to dosing. These subjects either chose not to participate after being randomized, were lost to follow-up, or did not take study drug.
12950|NCT00982137|
12951|NCT00982189|
12952|NCT00982280|
12953|NCT00982553|
12954|NCT00982735|
12955|NCT00982995|
12956|NCT00983073|
12957|NCT00983216|
12958|NCT00983242|
12959|NCT00983281|
12960|NCT00983294|
12961|NCT00983372|
12962|NCT00983385|
12963|NCT00983437|Baseline Analysis Population includes 2 participants who were enrolled but not treated.
12964|NCT00983489|
12965|NCT00983515|
12966|NCT00983801|
13359|NCT01276054|
13360|NCT01276223|
13361|NCT01276288|Treated set (TS) that includes all patients who were dispensed study medication and were documented to have taken at least one dose of investigational treatment.
13362|NCT01276301|
13363|NCT01276327|TS - The treated set included all subjects who were dispensed study medication and were documented to have taken at least one dose of study drug.
13364|NCT01276353|
13833|NCT01415401|This analysis population includes all participants who received study medication.
13834|NCT01415453|
13835|NCT01415518|Two patients in 'Symbicort Turbuhaler + ipratropium + theophylline' group did not receive study treatment and were excluded from the analysis popolation. Thus the number of patients in that group is 290 (= 290 - 2).
13836|NCT01415531|
13837|NCT01415986|
13838|NCT01416129|
13839|NCT01416142|All Eligible Baseline Participants
13840|NCT01416571|
13841|NCT01417104|
13842|NCT01417195|
13843|NCT01418209|Randomized participants per trial arm
13844|NCT01418365|
12564|NCT00863798|
12565|NCT00864032|
12566|NCT00864084|
12567|NCT00864123|
12568|NCT00864253|Intent-to-Treat (ITT) Population: The ITT population consisted of all randomized participants regardless of whether the participant received any study drug or had any efficacy assessments collected.
12569|NCT00864539|
12570|NCT00864682|
12571|NCT00864708|This was a feasibility study to test an RFM Gait System for re-training gait coordination.  Number of participants was limited to sponsor timeline.
12572|NCT00864851|
12573|NCT00864916|Completed enrollment visit
12574|NCT00865020|
12575|NCT00865098|
13457|NCT01385579|
13458|NCT01385696|
13459|NCT01385995|
13460|NCT01386008|
13461|NCT01386125|
13462|NCT01386944|The Baseline Analysis Population refers to the Full Analysis Set (FAS). The FAS is a subset of the Safety Set and consists of all patients who received treatment with Neupro at least once and had a Visit 1 and at least one post-Visit 1 measurement on the primary variable documented.
13463|NCT01386983|
13464|NCT01387074|
13465|NCT01387178|
13466|NCT01387230|
13467|NCT01387347|
13468|NCT01387542|
13870|NCT01348165|Treated Set which included all subjects who received one dose of trial medication
13871|NCT01348425|
13872|NCT01348607|
